Trd, 085780.033, 127
Trd, 085780.050, 134
Trd, 085780.783, 131
Trd, 085780.867, 113
Trd, 085780.950, 114
Trd, 085781.833, 118
Trd, 085781.900, 129
Trd, 085782.317, 118
Trd, 085782.467, 118
Trd, 085782.617, 131
Trd, 085782.733, 118
Trd, 085782.967, 136
Trd, 085782.983, 111
Trd, 085783.450, 128
Trd, 085783.483, 122
Trd, 085784.183, 138
Trd, 085784.317, 136
Trd, 085785.067, 139
Trd, 085785.367, 139
Trd, 085785.533, 116
Trd, 085785.850, 131
Trd, 085786.033, 111
Trd, 085786.267, 124
Trd, 085786.283, 107
Trd, 085786.633, 118
Trd, 085786.733, 117
Trd, 085787.283, 116
Trd, 085787.483, 123
Trd, 085787.733, 118
Trd, 085788.050, 95
Trd, 085788.150, 135
Trd, 085788.400, 130
Trd, 085788.850, 138
Trd, 085788.883, 130
Trd, 085789.117, 130
Trd, 085789.317, 129
Trd, 085789.333, 121
Trd, 085789.733, 140
Trd, 085790.000, 140
Trd, 085790.067, 137
Trd, 085790.083, 116
Trd, 085790.100, 106
Trd, 085790.500, 134
Trd, 085790.867, 140
Trd, 085791.150, 125
Trd, 085791.250, 136
Trd, 085791.500, 125
Trd, 085791.900, 125
Trd, 085792.217, 120
Trd, 085792.267, 137
Trd, 085792.483, 135
Trd, 085792.783, 136
Trd, 085793.017, 134
Trd, 085793.583, 140
Trd, 085793.750, 133
Trd, 085793.917, 131
Trd, 085794.400, 86
Trd, 085794.767, 140
Trd, 085795.167, 139
Trd, 085795.250, 131
Trd, 085795.733, 121
Trd, 085795.850, 120
Trd, 085795.867, 119
Trd, 085796.317, 139
Trd, 085796.567, 140
Trd, 085797.367, 140
Trd, 085797.417, 139
Trd, 085797.783, 132
Trd, 085797.900, 140
Trd, 085798.067, 130
Trd, 085798.167, 130
Trd, 085798.400, 139
Trd, 085798.417, 122
Trd, 085798.650, 119
Trd, 085798.833, 112
Trd, 085798.883, 108
Trd, 085799.867, 135
Trd, 085799.933, 132
Trd, 085800.100, 134
Trd, 085800.250, 132
Trd, 085800.700, 139
Trd, 085800.900, 134
Trd, 085800.933, 135
Trd, 085801.167, 116
Trd, 085801.417, 115
Trd, 085802.183, 127
Trd, 085802.383, 103
Trd, 085802.517, 104
Trd, 085802.833, 136
Trd, 085802.967, 140
Trd, 085803.117, 140
Trd, 085803.300, 130
Trd, 085803.533, 129
Trd, 085803.650, 128
Trd, 085803.800, 122
Trd, 085803.817, 104
Trd, 085803.900, 93
Trd, 085804.067, 91
Trd, 085804.117, 131
Trd, 085804.250, 138
Trd, 085804.967, 106
Trd, 085805.000, 105
Trd, 085805.250, 121
