Trd, 085786.117, 140
Trd, 085786.350, 115
Trd, 085786.833, 119
Trd, 085786.850, 113
Trd, 085787.100, 138
Trd, 085787.167, 124
Trd, 085787.233, 120
Trd, 085787.267, 111
Trd, 085787.383, 100
Trd, 085787.633, 129
Trd, 085788.033, 125
Trd, 085788.550, 124
Trd, 085788.583, 123
Trd, 085788.633, 122
Trd, 085788.667, 117
Trd, 085788.883, 132
Trd, 085788.917, 89
Trd, 085789.150, 115
Trd, 085789.450, 131
Trd, 085789.600, 126
Trd, 085789.700, 130
Trd, 085790.183, 123
Trd, 085790.283, 102
Trd, 085790.817, 120
Trd, 085791.167, 118
Trd, 085791.217, 108
Trd, 085791.267, 107
Trd, 085791.700, 133
Trd, 085791.767, 125
Trd, 085791.833, 112
Trd, 085792.517, 131
Trd, 085792.767, 130
Trd, 085792.817, 129
Trd, 085793.367, 114
Trd, 085793.467, 109
Trd, 085793.533, 88
Trd, 085793.967, 122
Trd, 085794.567, 139
Trd, 085794.583, 137
Trd, 085794.800, 137
Trd, 085795.100, 128
Trd, 085795.150, 121
Trd, 085795.333, 137
Trd, 085795.467, 119
Trd, 085795.617, 138
Trd, 085795.867, 138
Trd, 085796.117, 136
Trd, 085796.750, 140
Trd, 085796.817, 126
Trd, 085797.067, 96
Trd, 085797.233, 91
Trd, 085798.067, 114
Trd, 085798.283, 118
Trd, 085798.300, 114
Trd, 085798.367, 114
Trd, 085798.400, 113
Trd, 085798.533, 101
Trd, 085798.750, 120
Trd, 085798.850, 110
Trd, 085799.283, 136
Trd, 085799.467, 126
Trd, 085799.533, 125
Trd, 085799.717, 110
Trd, 085799.933, 125
Trd, 085800.117, 108
Trd, 085800.383, 140
Trd, 085800.617, 140
Trd, 085800.817, 119
Trd, 085801.133, 123
Trd, 085801.417, 131
Trd, 085801.583, 140
Trd, 085801.900, 131
Trd, 085802.233, 120
Trd, 085802.550, 108
Trd, 085802.717, 103
Trd, 085803.000, 102
Trd, 085803.133, 96
Trd, 085803.167, 95
Trd, 085803.383, 109
Trd, 085803.450, 111
Trd, 085803.583, 95
Trd, 085804.050, 99
Trd, 085804.150, 104
Trd, 085804.167, 100
Trd, 085804.350, 100
Trd, 085804.567, 99
Trd, 085805.233, 93
Trd, 085805.400, 128
Trd, 085805.483, 92
Trd, 085805.900, 100
Trd, 085805.983, 98
Trd, 085806.383, 114
Trd, 085806.650, 135
Trd, 085807.117, 123
Trd, 085807.383, 115
Trd, 085807.550, 115
Trd, 085807.883, 140
Trd, 085808.150, 139
Trd, 085808.233, 137
Trd, 085808.500, 129
