JADE_k04_F0.80_d00_01, 000001, 58, 94, PRJADE, 105, 40, 2.625000, 
JADE_k04_F0.80_d00_01, 000002, 92, 109, PRJADE, 216, 40, 5.400000, 
JADE_k04_F0.80_d00_01, 000003, 105, 118, PRJADE, 308, 40, 7.700000, 
JADE_k04_F0.80_d00_01, 000003, 89, 118, PRJADE, 335, 40, 8.375000, 
JADE_k04_F0.80_d00_01, 000004, 89, 116, PRJADE, 434, 40, 10.850000, 
JADE_k04_F0.80_d00_01, 000004, 107, 126, PRJADE, 480, 40, 12.000000, 
JADE_k04_F0.80_d00_01, 000005, 107, 137, PRJADE, 506, 40, 12.650000, 
JADE_k04_F0.80_d00_01, 000008, 92, 134, PRJADE, 572, 40, 14.300000, 
JADE_k04_F0.80_d00_01, 000008, 115, 134, PRJADE, 651, 40, 16.275000, 
JADE_k04_F0.80_d00_01, 000008, 111, 133, PRJADE, 743, 40, 18.575000, 
JADE_k04_F0.80_d00_01, 000009, 102, 131, PRJADE, 821, 40, 20.525000, 
JADE_k04_F0.80_d00_01, 000010, 110, 131, PRJADE, 880, 40, 22.000000, 
JADE_k04_F0.80_d00_01, 000010, 110, 134, PRJADE, 953, 40, 23.825000, 
JADE_k04_F0.80_d00_01, 000012, 94, 138, PRJADE, 1006, 40, 25.150000, 
JADE_k04_F0.80_d00_01, 000012, 89, 138, PRJADE, 1098, 40, 27.450000, 
JADE_k04_F0.80_d00_01, 000013, 115, 143, PRJADE, 1117, 40, 27.925000, 
JADE_k04_F0.80_d00_01, 000013, 89, 143, PRJADE, 1196, 40, 29.900000, 
JADE_k04_F0.80_d00_01, 000015, 107, 158, PRJADE, 1261, 40, 31.525000, 
JADE_k04_F0.80_d00_01, 000016, 107, 158, PRJADE, 1339, 40, 33.475000, 
JADE_k04_F0.80_d00_01, 000017, 104, 134, PRJADE, 1379, 40, 34.475000, 
JADE_k04_F0.80_d00_01, 000017, 86, 111, PRJADE, 1471, 40, 36.775000, 
JADE_k04_F0.80_d00_01, 000017, 86, 122, PRJADE, 1517, 40, 37.925000, 
JADE_k04_F0.80_d00_01, 000018, 94, 134, PRJADE, 1576, 40, 39.400000, 
JADE_k04_F0.80_d00_01, 000019, 111, 159, PRJADE, 1661, 40, 41.525000, 
JADE_k04_F0.80_d00_01, 000019, 111, 170, PRJADE, 1694, 40, 42.350000, 
JADE_k04_F0.80_d00_01, 000023, 108, 129, PRJADE, 1759, 40, 43.975000, 
JADE_k04_F0.80_d00_01, 000024, 108, 136, PRJADE, 1805, 40, 45.125000, 
JADE_k04_F0.80_d00_01, 000025, 118, 133, PRJADE, 1851, 40, 46.275000, 
JADE_k04_F0.80_d00_01, 000027, 122, 152, PRJADE, 1890, 40, 47.250000, 
JADE_k04_F0.80_d00_01, 000027, 115, 124, PRJADE, 1949, 40, 48.725000, 
JADE_k04_F0.80_d00_01, 000028, 89, 146, PRJADE, 2041, 40, 51.025000, 
JADE_k04_F0.80_d00_01, 000028, 73, 146, PRJADE, 2113, 40, 52.825000, 
JADE_k04_F0.80_d00_01, 000030, 107, 152, PRJADE, 2159, 40, 53.975000, 
JADE_k04_F0.80_d00_01, 000030, 99, 152, PRJADE, 2199, 40, 54.975000, 
JADE_k04_F0.80_d00_01, 000031, 99, 158, PRJADE, 2291, 40, 57.275000, 
JADE_k04_F0.80_d00_01, 000031, 105, 130, PRJADE, 2369, 40, 59.225000, 
JADE_k04_F0.80_d00_01, 000032, 86, 113, PRJADE, 2454, 40, 61.350000, 
JADE_k04_F0.80_d00_01, 000034, 104, 111, PRJADE, 2559, 40, 63.975000, 
JADE_k04_F0.80_d00_01, 000034, 104, 121, PRJADE, 2605, 40, 65.125000, 
JADE_k04_F0.80_d00_01, 000034, 104, 132, PRJADE, 2677, 40, 66.925000, 
JADE_k04_F0.80_d00_01, 000037, 126, 130, PRJADE, 2736, 40, 68.400000, 
JADE_k04_F0.80_d00_01, 000038, 116, 146, PRJADE, 2789, 40, 69.725000, 
JADE_k04_F0.80_d00_01, 000039, 116, 159, PRJADE, 2861, 40, 71.525000, 
JADE_k04_F0.80_d00_01, 000039, 88, 129, PRJADE, 2960, 40, 74.000000, 
JADE_k04_F0.80_d00_01, 000039, 88, 129, PRJADE, 2979, 40, 74.475000, 
JADE_k04_F0.80_d00_01, 000040, 83, 129, PRJADE, 3012, 40, 75.300000, 
JADE_k04_F0.80_d00_01, 000040, 111, 142, PRJADE, 3031, 40, 75.775000, 
JADE_k04_F0.80_d00_01, 000040, 83, 142, PRJADE, 3117, 40, 77.925000, 
JADE_k04_F0.80_d00_01, 000041, 76, 142, PRJADE, 3156, 40, 78.900000, 
JADE_k04_F0.80_d00_01, 000042, 137, 178, PRJADE, 3241, 40, 81.025000, 
JADE_k04_F0.80_d00_01, 000042, 101, 177, PRJADE, 3339, 40, 83.475000, 
JADE_k04_F0.80_d00_01, 000044, 101, 137, PRJADE, 3392, 40, 84.800000, 
JADE_k04_F0.80_d00_01, 000046, 100, 115, PRJADE, 3457, 40, 86.425000, 
JADE_k04_F0.80_d00_01, 000046, 103, 134, PRJADE, 3535, 40, 88.375000, 
JADE_k04_F0.80_d00_01, 000047, 103, 148, PRJADE, 3594, 40, 89.850000, 
JADE_k04_F0.80_d00_01, 000047, 103, 153, PRJADE, 3646, 40, 91.150000, 
JADE_k04_F0.80_d00_01, 000048, 104, 153, PRJADE, 3718, 40, 92.950000, 
JADE_k04_F0.80_d00_01, 000049, 109, 149, PRJADE, 3783, 40, 94.575000, 
JADE_k04_F0.80_d00_01, 000050, 109, 149, PRJADE, 3862, 40, 96.550000, 
JADE_k04_F0.80_d00_01, 000050, 104, 149, PRJADE, 3902, 40, 97.550000, 
JADE_k04_F0.80_d00_01, 000050, 104, 158, PRJADE, 3987, 40, 99.675000, 
JADE_k04_F0.80_d00_01, 000050, 94, 168, PRJADE, 4013, 40, 100.325000, 
JADE_k04_F0.80_d00_01, 000051, 122, 150, PRJADE, 4072, 40, 101.800000, 
JADE_k04_F0.80_d00_01, 000053, 107, 168, PRJADE, 4085, 40, 102.125000, 
JADE_k04_F0.80_d00_01, 000054, 89, 124, PRJADE, 4150, 40, 103.750000, 
JADE_k04_F0.80_d00_01, 000054, 89, 124, PRJADE, 4222, 40, 105.550000, 
JADE_k04_F0.80_d00_01, 000054, 89, 137, PRJADE, 4294, 40, 107.350000, 
JADE_k04_F0.80_d00_01, 000056, 111, 119, PRJADE, 4373, 40, 109.325000, 
JADE_k04_F0.80_d00_01, 000056, 111, 151, PRJADE, 4445, 40, 111.125000, 
JADE_k04_F0.80_d00_01, 000057, 104, 151, PRJADE, 4510, 40, 112.750000, 
JADE_k04_F0.80_d00_01, 000057, 104, 151, PRJADE, 4609, 40, 115.225000, 
JADE_k04_F0.80_d00_01, 000059, 119, 150, PRJADE, 4661, 40, 116.525000, 
JADE_k04_F0.80_d00_01, 000059, 110, 130, PRJADE, 4720, 40, 118.000000, 
JADE_k04_F0.80_d00_01, 000060, 105, 130, PRJADE, 4773, 40, 119.325000, 
JADE_k04_F0.80_d00_01, 000060, 99, 142, PRJADE, 4838, 40, 120.950000, 
JADE_k04_F0.80_d00_01, 000061, 98, 135, PRJADE, 4916, 40, 122.900000, 
JADE_k04_F0.80_d00_01, 000061, 88, 135, PRJADE, 4975, 40, 124.375000, 
JADE_k04_F0.80_d00_01, 000062, 85, 143, PRJADE, 5008, 40, 125.200000, 
JADE_k04_F0.80_d00_01, 000062, 123, 154, PRJADE, 5067, 40, 126.675000, 
JADE_k04_F0.80_d00_01, 000063, 105, 154, PRJADE, 5119, 40, 127.975000, 
JADE_k04_F0.80_d00_01, 000064, 107, 163, PRJADE, 5126, 40, 128.150000, 
JADE_k04_F0.80_d00_01, 000065, 124, 177, PRJADE, 5205, 40, 130.125000, 
JADE_k04_F0.80_d00_01, 000065, 124, 158, PRJADE, 5257, 40, 131.425000, 
JADE_k04_F0.80_d00_01, 000066, 105, 158, PRJADE, 5309, 40, 132.725000, 
JADE_k04_F0.80_d00_01, 000068, 109, 142, PRJADE, 5368, 40, 134.200000, 
