Trd, 007507.325, 135
Trd, 007507.750, 137
Trd, 007507.800, 147
Trd, 007508.275, 127
Trd, 007511.075, 152
Trd, 007511.125, 154
Trd, 007511.700, 108
Trd, 007514.100, 131
Trd, 007514.775, 136
Trd, 007514.850, 139
Trd, 007517.025, 161
Trd, 007517.925, 122
Trd, 007518.800, 138
Trd, 007520.550, 133
Trd, 007521.350, 149
Trd, 007521.425, 148
Trd, 007522.350, 125
Trd, 007523.050, 142
Trd, 007523.400, 144
Trd, 007525.375, 157
Trd, 007526.450, 140
Trd, 007527.325, 122
Trd, 007529.025, 113
Trd, 007531.600, 149
Trd, 007531.775, 125
Trd, 007533.025, 137
Trd, 007534.075, 151
Trd, 007535.775, 127
Trd, 007537.375, 130
Trd, 007537.625, 96
Trd, 007539.100, 133
Trd, 007539.275, 119
Trd, 007539.625, 142
Trd, 007540.725, 155
Trd, 007540.975, 148
Trd, 007541.675, 112
Trd, 007542.650, 119
Trd, 007543.050, 122
Trd, 007543.875, 141
Trd, 007544.525, 149
Trd, 007545.900, 130
Trd, 007548.000, 144
Trd, 007548.650, 108
Trd, 007549.325, 153
Trd, 007550.050, 126
Trd, 007552.125, 143
Trd, 007553.000, 164
Trd, 007553.850, 157
Trd, 007554.525, 108
Trd, 007556.625, 155
Trd, 007559.350, 129
Trd, 007559.575, 132
Trd, 007560.525, 132
Trd, 007560.875, 125
Trd, 007562.225, 127
Trd, 007563.025, 129
Trd, 007563.150, 135
Trd, 007564.975, 152
Trd, 007566.175, 137
Trd, 007567.450, 105
Trd, 007567.850, 150
Trd, 007567.925, 98
Trd, 007568.300, 135
Trd, 007570.350, 125
Trd, 007573.125, 122
Trd, 007573.600, 124
Trd, 007573.900, 140
Trd, 007574.550, 131
Trd, 007575.550, 133
Trd, 007576.125, 135
Trd, 007577.125, 158
Trd, 007579.175, 142
Trd, 007579.450, 157
Trd, 007580.475, 169
Trd, 007582.575, 122
Trd, 007583.200, 125
Trd, 007585.150, 135
Trd, 007586.325, 127
Trd, 007587.000, 139
Trd, 007588.000, 136
Trd, 007590.725, 128
Trd, 007591.300, 131
Trd, 007591.350, 123
Trd, 007592.175, 124
Trd, 007593.875, 115
Trd, 007595.700, 138
Trd, 007598.975, 143
Trd, 007600.075, 122
Trd, 007600.800, 129
Trd, 007601.650, 140
Trd, 007601.950, 128
Trd, 007605.075, 131
Trd, 007607.175, 150
Trd, 007610.700, 144
Trd, 007611.500, 108
Trd, 007614.050, 142
Trd, 007614.600, 118
Trd, 007615.825, 114
Trd, 007616.125, 115
Trd, 007616.550, 139
Trd, 007617.900, 141
Trd, 007618.500, 140
Trd, 007619.650, 135
Trd, 007621.800, 167
Trd, 007621.825, 156
Trd, 007621.950, 155
Trd, 007622.875, 157
Trd, 007623.625, 149
Trd, 007624.625, 143
Trd, 007625.025, 127
Trd, 007626.725, 114
Trd, 007626.850, 168
Trd, 007627.425, 124
Trd, 007628.200, 89
Trd, 007630.550, 146
Trd, 007630.800, 140
Trd, 007633.700, 122
Trd, 007635.475, 139
Trd, 007636.475, 127
Trd, 007636.650, 148
Trd, 007637.275, 97
Trd, 007637.875, 139
Trd, 007638.550, 96
Trd, 007640.300, 129
Trd, 007641.150, 143
Trd, 007641.550, 137
Trd, 007641.900, 118
Trd, 007642.750, 162
Trd, 007643.700, 129
Trd, 007645.900, 148
Trd, 007646.475, 142
Trd, 007646.875, 147
Trd, 007647.175, 112
Trd, 007652.125, 146
Trd, 007652.725, 158
Trd, 007653.700, 119
Trd, 007654.525, 140
Trd, 007658.600, 132
Trd, 007660.850, 144
Trd, 007661.450, 158
Trd, 007665.750, 126
Trd, 007666.575, 102
Trd, 007666.950, 126
Trd, 007667.250, 139
Trd, 007668.750, 138
Trd, 007669.450, 131
Trd, 007671.725, 127
Trd, 007671.950, 101
Trd, 007672.300, 133
Trd, 007673.075, 144
Trd, 007673.575, 143
Trd, 007674.750, 112
Trd, 007675.000, 129
Trd, 007679.125, 137
Trd, 007679.675, 149
Trd, 007683.650, 145
Trd, 007684.950, 141
Trd, 007685.275, 122
Trd, 007686.200, 130
Trd, 007688.625, 125
Trd, 007690.525, 139
Trd, 007690.700, 131
Trd, 007692.000, 140
Trd, 007692.175, 136
Trd, 007692.650, 131
Trd, 007695.525, 125
Trd, 007696.375, 129
Trd, 007696.600, 116
Trd, 007696.900, 115
Trd, 007698.175, 101
Trd, 007698.950, 107
Trd, 007699.800, 116
Trd, 007700.350, 139
Trd, 007701.475, 141
Trd, 007702.025, 133
Trd, 007702.400, 112
Trd, 007702.900, 139
Trd, 007703.525, 111
Trd, 007703.925, 151
Trd, 007707.075, 112
Trd, 007708.100, 134
Trd, 007708.450, 136
Trd, 007709.475, 149
Trd, 007710.250, 126
Trd, 007711.200, 141
Trd, 007712.400, 108
Trd, 007713.050, 165
Trd, 007713.650, 111
Trd, 007715.950, 160
Trd, 007716.375, 143
Trd, 007716.675, 144
Trd, 007717.650, 159
Trd, 007719.025, 122
Trd, 007720.575, 140
Trd, 007721.300, 112
Trd, 007721.750, 141
Trd, 007722.575, 137
Trd, 007723.400, 110
Trd, 007723.775, 107
Trd, 007724.375, 137
Trd, 007724.550, 124
Trd, 007725.200, 132
Trd, 007725.625, 136
Trd, 007726.000, 144
Trd, 007729.050, 131
Trd, 007729.800, 118
Trd, 007731.425, 117
Trd, 007731.825, 133
Trd, 007732.325, 145
Trd, 007733.725, 109
Trd, 007736.900, 138
Trd, 007737.025, 161
